anime_id,name,genre,type,episodes,rating,members,cluster
31584,Henkei Sakuhin Dai 1-ban,['Dementia'],Movie,1,4.83,117,0
5020,Zettai Shougeki: Platonic Heart,"['Action', 'Ecchi', 'Martial Arts']",OVA,5,4.83,10887,1
7882,Ramen Tenshi Pretty Menma,"['Comedy', 'Magic', 'Parody']",Special,1,4.82,2889,3
30480,Bara Bara Film,['Dementia'],Movie,1,4.81,110,0
1641,Iron Virgin Jun,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Super Power']",OVA,1,4.81,890,1
8646,44-hiki no Neko,"['Kids', 'Music']",Music,1,4.8,855,0
28981,Ame-iro Cocoa,"['Comedy', 'Slice of Life']",TV,12,4.8,14295,3
6839,Hinomaru Tarou: Musha Shugyou no Maki,"['Action', 'Samurai']",Movie,1,4.8,410,1
32288,Jingle,['Fantasy'],ONA,1,4.8,214,3
30418,Petit Manga,['Dementia'],Movie,1,4.8,103,0
31633,Sushi Police,"['Comedy', 'Police']",TV,13,4.8,9096,4
4462,Tairiki Tarou no Mucha Shuugyou,['Action'],Movie,1,4.8,852,3
8663,Yokoo&#039;s 3 Animation Films,"['Psychological', 'Romance']",OVA,3,4.8,440,4
31832,Zawazawa,[''],Movie,1,4.8,216,0
29293,Isu,['Dementia'],Movie,1,4.79,259,0
17151,Mogu Mogu,['Music'],Music,1,4.79,217,0
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,"['Action', 'Historical', 'Samurai']",Movie,1,4.78,432,1
3113,Pinky Street,"['Comedy', 'Slice of Life']",OVA,2,4.78,619,3
22415,Aoi Heya,"['Fantasy', 'Music']",Music,1,4.77,253,0
33276,Konnichiwa Onara Gorou,['Comedy'],ONA,1,4.76,483,3
6654,Namakura Gatana,"['Comedy', 'Samurai']",Movie,1,4.76,848,1
1765,Vampire Sensou,"['Super Power', 'Supernatural', 'Vampire']",OVA,1,4.76,2002,1
13421,Wheels,['Comedy'],OVA,1,4.76,314,3
28339,2005-nen Uchuu no Tabi,"['Dementia', 'Sci-Fi', 'Space']",Special,1,4.75,657,0
2972,Kindan no Mokushiroku: Crystal Triangle,"['Adventure', 'Demons', 'Military', 'Mystery']",OVA,1,4.75,878,1
13359,PistStar,['Magic'],ONA,1,4.74,266,3
7071,Shoujouji no Tanuki-bayashi,['Kids'],Movie,1,4.74,475,3
16692,Jigoku Youchien,"['Demons', 'Kids', 'School']",ONA,12,4.73,1062,1
7026,Mado,['Comedy'],Movie,1,4.73,454,3
9318,Samero,['Dementia'],Movie,1,4.73,403,0
5868,Haru no Uta,['Music'],Movie,1,4.72,641,0
6000,Haruwo,['Action'],OVA,1,4.72,493,3
29952,Kairaku no Sono,"['Dementia', 'Music']",Movie,1,4.72,188,0
5661,Umi no Momotarou,['Samurai'],Movie,1,4.72,525,1
30664,Jinkou no Rakuen,['Dementia'],Movie,1,4.71,133,0
31578,JK Meshi!,['Comedy'],TV,26,4.71,7131,3
28647,Kappo,[''],Movie,1,4.71,335,0
31501,Master Blaster,"['Dementia', 'Music']",Music,1,4.71,165,0
30331,Motion Lumine,['Dementia'],Movie,1,4.71,124,0
4934,A.F,"['Action', 'Mecha', 'Sci-Fi']",Special,1,4.7,646,7
13793,Fashion no Hajimari,['Comedy'],ONA,1,4.7,352,3
2778,Generation of Chaos III: Toki no Fuuin,"['Action', 'Adventure', 'Fantasy', 'Magic']",OVA,2,4.7,573,3
8486,Kihei Senki Legacies,"['Fantasy', 'Mecha']",ONA,1,4.7,676,7
30337,Mac the Movie,['Dementia'],Movie,1,4.7,127,0
30667,Mou Hitotsu no Nijiiro Toshi,['Dementia'],Movie,1,4.7,128,0
3930,Issunboushi no Shusse,['Supernatural'],Movie,1,4.69,685,3
29908,Kodomo no Kaitei no Koto,['Psychological'],Movie,1,4.69,152,4
30339,Play Jazz,['Dementia'],Movie,1,4.69,119,0
9342,Twinkle Nora Rock Me!,"['Action', 'Sci-Fi']",OVA,1,4.69,338,3
10585,Chuunen Punk,['Music'],Music,1,4.68,308,0
23051,Ga no Iru Tokoro,['Dementia'],Movie,1,4.68,343,0
11691,Bloody Date,['Horror'],ONA,1,4.66,1891,3
5812,Doubutsu Sumo Taikai,['Action'],Movie,1,4.67,585,3
788,Eiken: Eikenbu yori Ai wo Komete,"['Comedy', 'Ecchi', 'Harem', 'School']",OVA,2,4.65,15764,8
30367,Lemon Home Animation Gekijou,['Comedy'],Special,2,4.65,254,3
7029,Tonari no Yarou,['Comedy'],Movie,1,4.65,482,3
5811,Nezumi no Rusuban,['Action'],Movie,1,4.64,532,3
29988,Commercial War,['Dementia'],Movie,1,4.63,145,0
28645,Haru no Shikumi,['Dementia'],Movie,1,4.63,363,0
30328,Head Spoon,['Dementia'],Movie,1,4.62,129,0
8925,Kobe to Watashi,"['Comedy', 'Slice of Life']",ONA,1,4.62,869,3
31471,MILPOM★,"['Comedy', 'Shoujo']",ONA,Unknown,4.62,434,3
4397,Osaru no Sankichi: Totsugeki-tai,['Military'],Movie,1,4.62,489,7
32467,Under the Dog: Anthea-chan,"['Action', 'Comedy', 'Parody']",ONA,1,4.62,2390,3
30092,Wakie Wakie,['Music'],Music,1,4.62,192,0
6849,Bouken Dankichi: Hyouryuu no Maki,['Adventure'],Movie,1,4.6,438,3
2475,6 Angels,"['Action', 'Sci-Fi']",ONA,6,4.59,1890,3
6840,Maabou no Daikyousou,"['Comedy', 'Sports']",Movie,1,4.59,483,3
29777,Baka Baka Baka na Sekai,"['Comedy', 'Dementia', 'Military']",Movie,1,4.58,451,0
30814,Landscape,['Dementia'],Movie,1,4.58,120,0
5813,Urashima Tarou (1931),['Action'],Movie,1,4.58,841,3
23517,Calligraffiti,['Music'],Movie,1,4.57,200,0
30340,Direct Animation,['Dementia'],Movie,1,4.56,132,0
9801,Hustle!! Tokitama-kun,['Dementia'],Special,1,4.56,369,0
29971,Landmark,['Dementia'],ONA,1,4.56,109,0
33282,Arakure Junichi no Namida,['Comedy'],ONA,1,4.55,169,3
13543,Nantokashite Alguard,['Comedy'],ONA,1,4.55,211,3
6535,Ai,"['Dementia', 'Psychological', 'Romance']",Movie,1,4.54,2009,4
32906,Bishoujo Yuugi Unit Crane Game Girls,"['Comedy', 'Game', 'Space']",TV,13,4.54,4673,3
7897,Issho ni Sleeping: Sleeping with Hinako,['Ecchi'],OVA,1,4.54,10703,3
23059,Shinsatsushitsu,"['Dementia', 'Horror']",Movie,1,4.54,527,0
22159,"Yami no Kioku, Yume no Inei",['Dementia'],Movie,1,4.53,181,0
30396,Akai Kutsu! Onnanoko!,['Dementia'],Movie,1,4.52,138,0
7027,Manga,['Comedy'],Movie,1,4.52,492,3
16802,Golden Batman,"['Action', 'Kids']",Movie,1,4.49,347,3
11687,Pussycat,"['Fantasy', 'Horror']",ONA,1,4.49,2043,3
3832,Rebirth Moon Divergence,"['Action', 'Fantasy']",OVA,1,4.5,350,3
1647,Kakugo no Susume,"['Action', 'Demons', 'Ecchi', 'Horror', 'Mecha', 'Sci-Fi', 'Super Power']",OVA,2,4.49,4269,1
3816,Idol Fight Suchie-Pai 2,"['Action', 'Ecchi']",OVA,1,4.48,573,3
7030,Kemeko no Love,['Comedy'],Movie,1,4.48,737,3
22167,Goldfish Fetish,['Dementia'],Movie,1,4.46,200,0
23055,Kangaeru Renshuu,['Kids'],Movie,1,4.46,213,3
30669,Why Re-Mix 2002,['Dementia'],Movie,1,4.46,124,0
7811,Yoru no Okite,['Dementia'],Movie,1,4.46,711,0
9056,Agitated Screams of Maggots,"['Dementia', 'Horror', 'Music']",Music,1,4.45,2921,0
6851,Kaitei no Boukun,['Adventure'],Movie,1,4.45,474,3
33220,Natsu no Gero wa Fuyu no Sakana,"['Dementia', 'Music']",Music,1,4.45,147,0
29615,Oh Yoko!,"['Dementia', 'Music', 'Romance']",Music,1,4.44,337,0
1993,Hanoka Recap,['Sci-Fi'],Special,1,4.43,471,3
18561,Mahou no Hiroba,['Music'],Music,1,4.43,182,0
4396,Osaru no Kantai,"['Military', 'Music']",Movie,1,4.42,530,7
33021,Ragnastrike Angels,['Action'],TV,12,4.42,7365,3
10586,Cafe de Oni,['Music'],Music,1,4.4,381,0
5814,Dankichi-jima no Olympic Taikai,"['Action', 'Sports']",Movie,1,4.4,634,3
9895,The Bathroom,"['Comedy', 'Dementia']",Movie,1,4.4,671,0
30559,Why,['Dementia'],Movie,1,4.4,139,0
33696,3D Onara Gorou ga Dance Dance Dance!!,"['Comedy', 'Music']",Music,1,4.39,624,0
6844,Osaru no Sankichi: Boukuusen,['Military'],Movie,1,4.39,525,7
29973,Aya Hito Shiki to Iu na no Ishi Hata,['Dementia'],ONA,1,4.38,177,0
30329,Nice to See You,['Dementia'],Movie,1,4.38,122,0
31685,Okaasan ni Naisho,"['Comedy', 'Ecchi']",ONA,1,4.38,308,3
1585,Spectral Force,"['Demons', 'Fantasy']",OVA,2,4.36,1010,1
6834,Taa-chan no Kaitei Ryokou,['Adventure'],Movie,1,4.35,468,3
2250,Roots Search: Shokushin Buttai X,"['Horror', 'Sci-Fi']",OVA,1,4.34,1328,3
29980,Adventures in Beauty Wonderland,['Dementia'],Movie,1,4.32,698,0
1966,Ankoku Shinwa,"['Demons', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",OVA,2,4.31,1255,4
28843,Watashi no Kao,"['Dementia', 'Horror']",Movie,1,4.31,457,0
30668,Walking Man,['Dementia'],Movie,1,4.3,211,0
6838,Dekobou no Jidousha Ryokou,"['Adventure', 'Cars']",Movie,1,4.28,575,6
29957,Count Down,[''],Movie,1,4.27,231,0
2777,Generation of Chaos Next: Chikai no Pendant,"['Action', 'Adventure', 'Fantasy', 'Military', 'Romance']",OVA,1,4.27,615,7
1812,Hanoka,['Sci-Fi'],TV,12,4.27,1686,3
6828,Ohi-sama to Kaeru,['Comedy'],Movie,1,4.27,359,3
11869,Bloody Night,"['Horror', 'Psychological', 'Supernatural', 'Thriller']",ONA,1,4.26,1292,4
20811,Maid of the Dead,"['Comedy', 'Horror']",ONA,1,4.26,1595,3
3533,Gakuentoshi Varanoir Joukan,"['Action', 'Magic']",OVA,2,4.25,769,3
23057,Yukidoke,"['Dementia', 'Horror']",Movie,1,4.25,945,0
2318,Dog Soldier,"['Action', 'Military', 'Seinen']",OVA,1,4.24,827,7
3801,Yami no Teio: Kyuuketsuki Dracula,['Vampire'],Special,1,4.24,1070,1
4567,Armageddon,"['Action', 'Adventure', 'Sci-Fi']",Movie,1,4.23,810,3
31687,◯,"['Dementia', 'Music']",ONA,1,4.22,448,0
23877,Gondora,['Dementia'],Movie,1,4.21,707,0
13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,"['Music', 'Super Power']",Music,1,4.19,269,1
29954,Embah,['Dementia'],ONA,1,4.17,222,0
22157,Yasashii Kinyoubi,['Dementia'],Movie,1,4.17,358,0
7024,Heya,"['Comedy', 'Dementia']",Movie,1,4.16,804,0
30665,4.Eyes,['Dementia'],Movie,1,4.15,195,0
30859,Memory of Red,['Dementia'],Movie,1,4.15,331,0
6833,Ninjutsu Hinotama Kozou: Edo no Maki,['Action'],Movie,1,4.15,474,3
31689,Requiem (ONA),['Dementia'],ONA,1,4.11,334,0
29619,Good-by Marilyn,"['Dementia', 'Music']",Movie,1,4.08,279,0
4531,Dark Cat,"['Action', 'Demons', 'Horror', 'Super Power', 'Supernatural']",OVA,1,4.04,1492,1
31688,Tama Gura Abayo: Moki Yumokyu Superdeluxe,"['Dementia', 'Music']",Music,1,4.03,202,0
30438,MILPOM★ Pilot,"['Comedy', 'Shoujo']",Special,1,4.02,442,3
29978,001,['Comedy'],ONA,1,4.0,916,3
22177,Madonna (Movie),['Dementia'],Movie,1,4.0,248,0
1657,Byston Well Monogatari: Garzey no Tsubasa,['Fantasy'],OVA,3,3.99,5822,3
22181,Shunga,['Dementia'],Movie,1,3.99,242,0
28637,Dreams,['Dementia'],Movie,1,3.98,381,0
2776,Generation of Chaos,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Magic']",OVA,1,3.98,1010,1
16436,Tenshi no Drop,"['Comedy', 'Ecchi', 'Shoujo Ai', 'Shounen']",Special,1,3.96,6308,2
33394,Mahou Shoujo? Naria☆Girls,['Magic'],TV,12,3.91,3414,3
28657,Red Colored Bridge,['Psychological'],Movie,1,3.9,450,4
22377,Wonder Momo,"['Action', 'Game', 'Martial Arts', 'School']",ONA,5,3.9,3218,3
29979,Petting a Dog,['Slice of Life'],ONA,1,3.88,375,3
22173,Yume 10 Yoru,['Dementia'],Movie,1,3.88,317,0
16822,Uju Heukgisa,"['Action', 'Sci-Fi', 'Space']",Movie,1,3.87,224,7
31686,Shigeru,"['Comedy', 'Dementia']",ONA,1,3.86,411,0
16606,C.L.A.Y.,['Horror'],ONA,1,3.84,1104,3
6950,Aos,"['Dementia', 'Fantasy']",Movie,1,3.83,1080,0
22255,Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,"['Dementia', 'Music']",Movie,1,3.83,326,0
19315,Pupa,"['Fantasy', 'Horror', 'Psychological']",TV,12,3.82,83652,4
29984,Crayon Angel,['Dementia'],Movie,1,3.8,322,0
30860,Koumon-teki Juuku Ketsujiru Juke,"['Comedy', 'Dementia', 'Music']",Music,1,3.78,310,0
29995,The Embryo Develops into a Fetus,['Dementia'],ONA,1,3.76,727,0
7617,The Wash Bird of the Wash Island,"['Comedy', 'Fantasy']",ONA,1,3.75,312,3
16602,Dead Girl Trailer,"['Horror', 'Parody', 'Supernatural', 'Thriller']",ONA,1,3.74,910,4
8689,Born by Myself,['Psychological'],ONA,1,3.73,935,4
16604,Pinky,"['Comedy', 'Horror']",ONA,1,3.71,1254,3
11357,Micro Teukgongdae Diatron 5,"['Action', 'Mecha', 'Sci-Fi', 'Space']",Movie,1,3.7,398,7
7022,G-senjou no Higeki,"['Comedy', 'Dementia']",Movie,1,3.68,562,0
11689,CCW: Crazy Clay Wrestling,['Sports'],ONA,1,3.68,1030,3
11915,Within the Bloody Woods,['Horror'],ONA,2,3.65,1099,3
7028,Pop,['Comedy'],Movie,1,3.63,508,3
28929,Vampire Holmes,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']",TV,12,3.63,10403,1
16610,No Littering,"['Comedy', 'Horror']",ONA,1,3.62,2018,3
32294,Ai (ONA),['Romance'],ONA,1,3.6,332,3
31586,Mochibei,['Dementia'],Movie,1,3.58,549,0
22161,Scrap Diary,['Dementia'],Movie,1,3.59,470,0
7900,Super Kid,"['Action', 'Adventure', 'Sci-Fi']",Movie,1,3.56,341,3
2792,Panzer Dragoon,"['Adventure', 'Fantasy']",OVA,1,3.47,1047,3
11883,Nendo no Tatakai 2,"['Comedy', 'Fantasy']",ONA,1,3.46,1042,3
29617,Good-by Elvis and USA,"['Dementia', 'Music']",Movie,1,3.41,367,0
11897,Nendo no Tatakai,"['Comedy', 'Fantasy']",ONA,1,3.36,1174,3
32894,Love Bites,['Horror'],ONA,1,3.33,537,3
22169,Fetish Doll,['Dementia'],Movie,1,3.32,654,0
1345,Soujuu Senshi Psychic Wars,"['Action', 'Demons', 'Seinen', 'Super Power']",OVA,1,3.32,1556,1
22179,Aki no Puzzle,['Dementia'],Movie,1,3.27,463,0
5877,Abunai Sisters: Koko &amp; Mika,"['Action', 'Comedy', 'Ecchi']",OVA,10,2.95,1461,3
16608,Shitcom,"['Comedy', 'Romance']",ONA,1,2.93,8126,3
6953,Ningen Doubutsuen,['Dementia'],Movie,1,2.78,1893,0
31634,Kokuhaku,['Horror'],ONA,1,2.67,816,3
29949,Nami,['Dementia'],Movie,1,2.67,1817,0
413,Hametsu no Mars,"['Horror', 'Sci-Fi']",OVA,1,2.37,27557,3
13405,Utsu Musume Sayuri,"['Comedy', 'Dementia']",OVA,1,2.14,4047,0
3287,Tenkuu Danzai Skelter+Heaven,"['Mecha', 'Sci-Fi']",OVA,1,2.0,7680,7
25627,"&quot;Aesop&quot; no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",['Kids'],Movie,1,5.0,113,3
33363,&quot;Eiyuu&quot; Kaitai,"['Fantasy', 'Super Power']",OVA,1,7.33,578,1
12763,0-sen Hayato,"['Historical', 'Military']",TV,38,6.25,147,7
33978,0-sen Hayato Pilot,"['Historical', 'Military']",OVA,1,5.14,37,7
18305,15 Sonyeon Uju Pyoryugi,"['Action', 'Sci-Fi', 'Shounen', 'Space']",Movie,1,5.13,188,7
31874,2002-nen Harmoni Ondo,"['Kids', 'Music']",Music,1,4.77,79,0
16696,2020 Nyeon Ujuui Wonder Kiddy,"['Sci-Fi', 'Space']",TV,13,5.89,179,7
6073,21 Emon Uchuu e Irasshai!,"['Comedy', 'Sci-Fi', 'Space']",Movie,1,5.05,216,7
10139,21 Seiki Manga Hajimete Monogatari,"['Adventure', 'Comedy', 'Kids', 'Sci-Fi']",Special,1,6.63,258,3
24783,3-D Tengoku,['Music'],Music,1,4.06,117,0
27589,47 Todoufuken,"['Comedy', 'Kids']",TV,26,5.61,112,3
23149,47 Todoufuken R,"['Comedy', 'Kids']",TV,12,5.81,122,3
29835,47 Todoufuken Specials,"['Comedy', 'Kids', 'Romance']",Special,2,5.23,72,3
16812,77Danui Bimil,"['Action', 'Drama']",Movie,1,3.59,158,3
16564,84 Taekwon V,"['Action', 'Mecha', 'Sci-Fi']",Movie,1,4.64,151,7
30214,A Smart Experiment,['Dementia'],Special,1,4.03,109,0
9433,A-jang.com,['Fantasy'],TV,13,5.57,252,3
29750,AAA de Ikou!!: Yuuna &amp; Akiko,['Comedy'],OVA,1,5.67,93,3
17501,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,"['Drama', 'Ecchi']",OVA,4,4.79,175,3
33500,Acerola-chan,['Comedy'],ONA,3,5.0,52,3
11541,Ad Lib Anime Kenkyuujo,['Comedy'],TV,38,5.29,677,3
26137,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,"['Historical', 'Kids']",OVA,1,6.67,130,3
26135,Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,"['Historical', 'Kids']",OVA,1,6.67,149,3
17088,Agigongryong Doolie,"['Adventure', 'Kids']",TV,6,5.82,180,3
17086,Agigongryong Doolie (1988),['Kids'],TV,7,5.35,139,3
17090,Agigongryong Doolie (2009),"['Adventure', 'Kids']",TV,26,5.5,132,3
16570,Agigongryong Doolie (Movie),['Kids'],Movie,1,5.48,155,3
24989,Agukaru: Play with Ibaraki-hen,"['Magic', 'Slice of Life', 'Supernatural']",ONA,20,4.81,171,3
30732,Agukaru: Play with Ibaraki-hen Episode 0,"['Magic', 'Slice of Life', 'Supernatural']",ONA,1,4.8,128,3
32956,Ahare! Meisaku-kun,"['Comedy', 'Kids', 'Parody', 'School']",TV,39,4.54,115,3
22571,Ahiru no Pekkle no Ahiru no Drakestail,"['Fantasy', 'Kids']",OVA,1,5.16,129,3
22611,Ahiru no Pekkle no Aladdin to Mahou no Lamp,"['Fantasy', 'Kids']",OVA,1,5.53,141,3
22621,Ahiru no Pekkle no Hihou wo Sagase,"['Adventure', 'Fantasy', 'Kids']",OVA,1,4.8,103,3
22575,Ahiru no Pekkle no Minikui Ahiru no Ko,"['Fantasy', 'Kids']",OVA,1,5.25,114,3
22603,Ahiru no Pekkle no Sindbad no Bouken,"['Adventure', 'Fantasy', 'Kids']",OVA,1,5.55,146,3
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,"['Fantasy', 'Kids']",OVA,1,5.44,144,3
23861,Ai no Kiseki: Doctor Norman Monogatari,"['Drama', 'Slice of Life']",Special,1,6.23,107,3
24645,Ai Shoujo Pollyanna Story Specials,"['Drama', 'Historical', 'Slice of Life']",Special,2,6.11,173,3
32150,Ai to Shi,['Action'],Special,1,5.0,69,3
31485,Aikatsu Stars! Movie,"['Music', 'School', 'Shoujo', 'Slice of Life']",Movie,1,7.0,1042,3
32806,Aikatsu!: Nerawareta Mahou no Aikatsu Card,"['Music', 'School', 'Shoujo', 'Slice of Life']",Movie,1,6.42,488,3
32421,Aikodesho,"['Kids', 'Music']",Music,1,4.18,55,0
14183,Aitsu to Lullaby: Suiyobi no Cinderella,"['Drama', 'Romance', 'Shounen']",Movie,1,6.05,194,3
25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,"['Adventure', 'Fantasy', 'Kids']",TV,26,7.29,292,3
27557,Ajisai no Uta,"['Comedy', 'Drama', 'Historical']",OVA,3,5.57,111,3
28585,Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,"['Drama', 'Kids']",OVA,1,5.4,56,3
11275,Akadou Suzunosuke,"['Adventure', 'Historical']",TV,52,5.63,220,3
24857,Akagaki Genzou: Tokuri no Wakare,['Comedy'],Movie,1,4.5,87,3
24999,Akai Jitensha,['Music'],Music,1,4.54,91,0
18635,Akane-chan,"['Comedy', 'School', 'Slice of Life']",TV,26,6.09,195,3
30926,Akazukin Chanto Manabou! Koutsuu Rule,"['Drama', 'Kids']",OVA,1,4.63,48,3
30446,Akazukin to Kenkou,['Comedy'],OVA,1,4.3,91,3
29836,Akuei to Gacchinpo,"['Comedy', 'Kids']",TV,13,4.57,83,3
29889,Akuei to Gacchinpo Tenkomori: Maboroshi no Omake Episode,['Comedy'],Special,1,4.17,53,3
29842,Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,"['Comedy', 'Kids', 'Magic']",Movie,1,5.0,60,3
29843,Akuei to Gacchinpo: Tenkomori,"['Comedy', 'Kids']",TV,12,4.09,68,3
23779,Akuma to Himegimi,"['Comedy', 'Shoujo']",Movie,1,4.88,111,3
19773,Akuma Tou no Prince: Mitsume ga Tooru,"['Adventure', 'Comedy', 'Demons', 'Supernatural']",Special,1,4.96,149,1
8226,Akuma-kun (Movie),"['Adventure', 'Fantasy', 'Horror', 'Magic', 'Supernatural']",Movie,1,5.91,213,3
8227,Akuma-kun: Youkoso Akuma Land e!!,"['Adventure', 'Fantasy', 'Horror', 'Magic', 'Supernatural']",Movie,1,5.35,185,3
6078,Al Caral no Isan,['Sci-Fi'],OVA,1,5.87,224,3
30929,Aladdin to Mahou no Lamp no Koutsuu Anzen,"['Drama', 'Fantasy', 'Kids']",OVA,1,6.9,42,3
10112,Alexandros no Ketsudan,['Historical'],OVA,1,5.48,212,3
31941,Alice in Dreamland,"['Adventure', 'Fantasy']",Movie,1,5.25,595,3
18819,Alice Tantei Kyoku,['Kids'],TV,56,6.13,119,3
31164,Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,"['Kids', 'Slice of Life', 'Supernatural']",ONA,Unknown,5.4,205,3
24647,Alps Monogatari: Watashi no Annette Specials,"['Drama', 'Slice of Life']",Special,2,5.77,132,3
33655,Alps no Shoujo Heidi? Chara Onji,"['Comedy', 'Parody']",TV,Unknown,6.79,277,3
32253,Ama Gli Animali,['Kids'],Movie,1,5.67,37,3
32778,Ame no Bus Stop-hen,['Music'],Music,1,3.67,74,0
24865,Amigo Tomodachi,"['School', 'Slice of Life']",OVA,1,6.56,71,3
19923,Anata ga Furikaeru Toki,"['Romance', 'School', 'Shoujo']",OVA,1,5.36,174,3
25971,Angel (Special),['Dementia'],Special,1,5.59,137,0
22959,Angel ga Tonda Hi,"['Comedy', 'Slice of Life']",Movie,1,5.67,77,3
17671,Animal 1,['Sports'],TV,27,6.71,122,3
30914,Animax Taisou,"['Kids', 'Sports']",TV,Unknown,4.67,54,3
20237,Anime Document: München e no Michi,['Sports'],TV,16,6.5,83,3
33108,Anime Douyou,"['Kids', 'Music']",Music,Unknown,5.75,38,0
24859,Anime Koten Bungaku Kan,"['Historical', 'Kids']",OVA,6,5.43,72,3
8723,Anime Rakugo Kan,['Comedy'],OVA,4,5.84,264,3
25063,Anime Roukyoku Kikou Shimizu no Jirochouden,"['Comedy', 'Drama', 'Historical']",TV,30,5.25,66,3
6520,Anime TV de Hakken! Tamagotchi,"['Comedy', 'Fantasy', 'Kids', 'Slice of Life']",TV,27,6.32,300,3
8239,Anime Yasei no Sakebi,"['Adventure', 'Drama']",TV,22,6.11,182,3
30617,Animegatari,['Comedy'],Movie,Unknown,5.36,1308,3
8436,Animentary: Ketsudan,"['Historical', 'Military']",TV,26,7.08,324,7
31563,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",['Historical'],Special,1,7.12,122,3
18821,Ano Yama ni Noborou yo,"['Adventure', 'Fantasy', 'Kids']",OVA,1,5.91,84,3
19557,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",['Kids'],Special,1,5.97,120,3
26285,Ao no Doumon,"['Drama', 'Historical', 'Kids', 'Samurai']",OVA,1,6.08,82,1
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,"['Drama', 'Historical', 'Military']",Movie,1,6.45,135,7
24869,Aoi Umi to Shounen,['Slice of Life'],OVA,1,5.0,68,3
29999,Aoki Uru: Overture,"['Military', 'Sci-Fi']",Special,1,5.75,361,7
33704,AOTU Shijie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",ONA,Unknown,6.0,79,3
33821,"Aoyo, Kaette Koi: Tokyo Dai Kuushuu","['Drama', 'Historical']",OVA,1,8.5,26,3
3844,Apache Yakyuugun,"['Action', 'School', 'Sports']",TV,26,5.68,268,3
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,"['Comedy', 'Sports']",Movie,1,5.14,72,3
34249,Aqua Kids,"['Adventure', 'Kids']",TV,26,6.5,24,3
25089,Araiguma Rascal Specials,"['Drama', 'Slice of Life']",Special,2,5.67,101,3
29791,Are wa Dare?,['Kids'],Movie,1,4.58,114,3
33232,Area 88 Movie,"['Action', 'Adventure', 'Drama', 'Military', 'Romance']",Movie,1,7.18,210,7
7633,Ari no Seikatsu,['Fantasy'],Movie,1,4.4,138,3
21761,Ari to Hato,['Kids'],Movie,1,7.6,79,3
21763,Ari to Hato (1953),['Kids'],Movie,1,7.6,72,3
21765,Ari to Hato (1959),['Kids'],Movie,1,4.74,91,3
33342,Ari to Kirigirisu,"['Kids', 'Music']",Movie,1,3.0,42,0
22271,Aries: Shinwa no Seizakyuu,"['Fantasy', 'Romance', 'Shoujo', 'Supernatural']",OVA,1,5.2,112,3
24809,Arigatou Kumanofu,['Comedy'],ONA,11,4.0,69,3
16261,Arisa☆Good Luck,"['Action', 'Comedy']",OVA,1,5.76,198,3
33044,Asa da yo! Kaishain,['Comedy'],TV,Unknown,4.33,177,3
6630,Asari-chan: Ai no Marchen Shoujo,"['Adventure', 'Shoujo', 'Slice of Life']",Movie,1,6.48,170,3
32255,Ashita Kirarin,"['Drama', 'Kids']",OVA,1,6.45,59,3
13947,Ashita no Eleventachi,['Sports'],Special,1,6.05,154,3
23031,Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,"['Drama', 'Slice of Life']",Movie,1,6.33,124,3
31693,Ashita Tenki ni Naare Omake,['Sports'],OVA,1,4.09,50,3
21553,Asobo Toy-chan,['Kids'],TV,53,6.14,63,3
28091,Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,['Historical'],Movie,1,6.75,85,3
9796,Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,['Comedy'],Movie,1,6.0,196,3
23523,Aterui,"['Action', 'Fantasy', 'Historical']",Movie,1,4.4,105,3
30152,au x Rope,"['Comedy', 'Slice of Life']",ONA,3,3.67,67,3
31730,Audition,['Music'],Movie,1,6.0,78,0
20975,Aura Battler Dunbine Memorial,"['Adventure', 'Mecha', 'Sci-Fi']",Special,3,5.63,219,7
7715,Auto Mommy,['Fantasy'],Movie,1,5.12,173,3
